comment_id,text,source,date,likes,shares,word_count,year,cleaned_text,corrected_text,tokens
comment_473,Oil prices affect plastic recycling economics 🔥,BBC News,2019-11-14,248,133,7,2019,oil prices affect plastic recycling economics,oil prices affect plastic recycling economics,"['oil', 'price', 'affect', 'plastic', 'recycl', 'econom']"
comment_474,Different plastics have different recyling codes 🐠?!,BBC News,2017-07-26,173,105,7,2017,different plastics have different recyling codes,different plastics have different recycling codes,"['differ', 'plastic', 'differ', 'recycl', 'code']"
comment_475,@BBCEnvironment We must FIND balance between convenience and environment,Guardian ,2022-11-18,103,150,9,2022,bbcenvironment we must find balance between convenience and environment,bbcenvironment we must find balance between convenience and environment,"['bbcenviron', 'must', 'find', 'balanc', 'conveni', 'environ']"
comment_476,Plastic waste exports to other COUNTRIES wrong http://www.greenpeace.org/plastic!?,Mail Online,2022-02-25,292,93,8,2022,plastic waste exports to other countries wrong http www greenpeace org plastic,plastic waste exports to other countries wrong http www greenpeace org plastic,"['plastic', 'wast', 'export', 'countri', 'wrong', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_477,@GreenPeace We need better solutions for plastic waste management #ENVIRONMENT,BBC News,2017-08-06,311,108,10,2017,greenpeace we need better solutions for plastic waste management environment,greenpeace we need better solutions for plastic waste management environment,"['greenpeac', 'need', 'better', 'solut', 'plastic', 'wast', 'manag', 'environ']"
comment_478,Plastic pollution affects everyone globally 💩,BBC News,2022-08-03,253,139,6,2022,plastic pollution affects everyone globally,plastic pollution affects everyone globally,"['plastic', 'pollut', 'affect', 'everyon', 'global']"
comment_479,@DavidAttenborough Innovations in recycling technology give hope!?,Mail Online,2023-05-17,180,71,7,2023,davidattenborough innovations in recycling technology give hope,davidattenborough innovations in recycling technology give hope,"['davidattenborough', 'innov', 'recycl', 'technolog', 'give', 'hope']"
comment_480,Plastic pollution costs billions in cleanup http://www.greenpeace.org/plastic,Mail Online,2020-04-17,3,122,7,2020,plastic pollution costs billions in cleanup http www greenpeace org plastic,plastic pollution costs billions in cleanup http www greenpeace org plastic,"['plastic', 'pollut', 'cost', 'billion', 'cleanup', 'http', 'www', 'greenpeac', 'org', 'plastic']"
comment_481,Community beach cleanups are very REWARDING,Guardian ,2023-01-19,231,136,6,2023,community beach cleanups are very rewarding,community beach cleanups are very rewarding,"['commun', 'beach', 'cleanup', 'reward']"
comment_482,Plastic pollution costs billions in cleanup?!,Guardian ,2020-03-20,64,70,6,2020,plastic pollution costs billions in cleanup,plastic pollution costs billions in cleanup,"['plastic', 'pollut', 'cost', 'billion', 'cleanup']"
comment_483,@GreenPeace Public awareness is increasing which is good 🔥?!,Mail Online,2017-08-27,149,104,9,2017,greenpeace public awareness is increasing which is good,greenpeace public awareness is increasing which is good,"['greenpeac', 'public', 'awar', 'increas', 'good']"
comment_484,Marine animals suffer the most from plastic!?,BBC News,2023-02-21,317,63,7,2023,marine animals suffer the most from plastic,marine animals suffer the most from plastic,"['marin', 'anim', 'suffer', 'plastic']"
comment_485,I switched TO reusable bags and bottles!!!,Guardian ,2019-11-04,269,107,7,2019,i switched to reusable bags and bottles,i switched to reusable bags and bottles,"['switch', 'reusabl', 'bag', 'bottl']"
comment_486,Single-use plastic should be banned completely!!!,BBC News,2023-12-31,90,69,6,2023,single use plastic should be banned completely,single use plastic should be banned completely,"['singl', 'use', 'plastic', 'ban', 'complet']"
comment_487,@GreenPeace Consumer choices can drive change in industry 😢 #recycling,BBC News,2021-01-03,146,38,10,2021,greenpeace consumer choices can drive change in industry recycling,greenpeace consumer choices can drive change in industry recycling,"['greenpeac', 'consum', 'choic', 'drive', 'chang', 'industri', 'recycl']"
comment_488,Single-use plastic should be banned completely?!,BBC News,2018-06-28,60,30,6,2018,single use plastic should be banned completely,single use plastic should be banned completely,"['singl', 'use', 'plastic', 'ban', 'complet']"
comment_489,Everyone has responsibility to reduce plastic 😂??,Guardian ,2021-09-19,244,130,7,2021,everyone has responsibility to reduce plastic,everyone has responsibility to reduce plastic,"['everyon', 'respons', 'reduc', 'plastic']"
comment_490,Single-use plastic should be banned completely!?,Mail Online,2017-11-09,276,31,6,2017,single use plastic should be banned completely,single use plastic should be banned completely,"['singl', 'use', 'plastic', 'ban', 'complet']"
comment_491,@UNEnvironment Plastic bottles take hundreds of years to decompose,Mail Online,2020-05-24,340,119,9,2020,unenvironment plastic bottles take hundreds of years to decompose,unenvironment plastic bottles take hundreds of years to decompose,"['unenviron', 'plastic', 'bottl', 'take', 'hundr', 'year', 'decompos']"
comment_492,Plastic bags are convenient but harmful,Mail Online,2017-08-21,126,44,6,2017,plastic bags are convenient but harmful,plastic bags are convenient but harmful,"['plastic', 'bag', 'conveni', 'harm']"
comment_493,@GreenPeace Plastic pollution affects everyone globally 😢 https://bit.ly/3plasticfacts!!!,Guardian ,2023-10-24,340,52,8,2023,greenpeace plastic pollution affects everyone globally bit ly plasticfacts,greenpeace plastic pollution affects everyone globally bit ly plasticfacts,"['greenpeac', 'plastic', 'pollut', 'affect', 'everyon', 'global', 'bit', 'plasticfact']"
comment_494,Recycling is not working most plastic never gets recycled,BBC News,2020-05-29,281,68,9,2020,recycling is not working most plastic never gets recycled,recycling is not working most plastic never gets recycled,"['recycl', 'work', 'plastic', 'never', 'get', 'recycl']"
comment_495,Plastic in fashion is a growing PROBLEM,Mail Online,2020-10-07,15,136,7,2020,plastic in fashion is a growing problem,plastic in fashion is a growing problem,"['plastic', 'fashion', 'grow', 'problem']"
comment_496,Plastic problem requires global solution,BBC News,2018-01-05,213,127,5,2018,plastic problem requires global solution,plastic problem requires global solution,"['plastic', 'problem', 'requir', 'global', 'solut']"
comment_497,Seeing plastic waste in nature is heartbreaking 🌍,BBC News,2020-08-31,170,41,8,2020,seeing plastic waste in nature is heartbreaking,seeing plastic waste in nature is heartbreaking,"['see', 'plastic', 'wast', 'natur', 'heartbreak']"
comment_498,Plastic problem requires global solution 😡 #recycling https://bit.ly/3plasticfacts,Guardian ,2018-04-01,326,9,8,2018,plastic problem requires global solution recycling bit ly plasticfacts,plastic problem requires global solution recycling bit ly plasticfacts,"['plastic', 'problem', 'requir', 'global', 'solut', 'recycl', 'bit', 'plasticfact']"
comment_499,@UNEnvironment Plastic production should be REGULATED strictly?!,Guardian ,2022-01-27,303,66,7,2022,unenvironment plastic production should be regulated strictly,unenvironment plastic production should be regulated strictly,"['unenviron', 'plastic', 'product', 'regul', 'strictli']"
comment_500,Many countries have banned single-use plastic bags,Guardian ,2018-12-13,199,44,7,2018,many countries have banned single use plastic bags,many countries have banned single use plastic bags,"['mani', 'countri', 'ban', 'singl', 'use', 'plastic', 'bag']"
